DATE,COMMUNITY CODE,COMMUNITY NAME,ANIMAL,LICENSE VOLUME
02/01/2019 12:00:00 AM,CHK,CHINOOK PARK,DOGS,164
02/01/2019 12:00:00 AM,CHR,CHRISTIE PARK,CATS,34
02/01/2019 12:00:00 AM,CHR,CHRISTIE PARK,DOGS,152
02/01/2019 12:00:00 AM,CIT,CITADEL,CATS,261
02/01/2019 12:00:00 AM,CIT,CITADEL,DOGS,835
02/01/2019 12:00:00 AM,CLI,CLIFF BUNGALOW,CATS,53
02/01/2019 12:00:00 AM,CLI,CLIFF BUNGALOW,DOGS,86
02/01/2019 12:00:00 AM,COA,COACH HILL,CATS,143
02/01/2019 12:00:00 AM,COA,COACH HILL,DOGS,300
02/01/2019 12:00:00 AM,COL,COLLINGWOOD,CATS,61
02/01/2019 12:00:00 AM,COL,COLLINGWOOD,DOGS,246
02/01/2019 12:00:00 AM,CPF,COPPERFIELD,CATS,470
02/01/2019 12:00:00 AM,CPF,COPPERFIELD,DOGS,1208
02/01/2019 12:00:00 AM,COR,CORAL SPRINGS,CATS,47
02/01/2019 12:00:00 AM,COR,CORAL SPRINGS,DOGS,207
02/01/2019 12:00:00 AM,CGR,COUGAR RIDGE,CATS,157
02/01/2019 12:00:00 AM,CGR,COUGAR RIDGE,DOGS,525
02/01/2019 12:00:00 AM,CHV,COUNTRY HILLS VILLAGE,CATS,68
02/01/2019 12:00:00 AM,CHV,COUNTRY HILLS VILLAGE,DOGS,90
02/01/2019 12:00:00 AM,COU,COUNTRY HILLS,CATS,91
02/01/2019 12:00:00 AM,COU,COUNTRY HILLS,DOGS,213
02/01/2019 12:00:00 AM,COV,COVENTRY HILLS,CATS,496
02/01/2019 12:00:00 AM,COV,COVENTRY HILLS,DOGS,1415
02/01/2019 12:00:00 AM,CRA,CRANSTON,CATS,513
02/01/2019 12:00:00 AM,CRA,CRANSTON,DOGS,1791
02/01/2019 12:00:00 AM,CRE,CRESCENT HEIGHTS,CATS,216
02/01/2019 12:00:00 AM,CRE,CRESCENT HEIGHTS,DOGS,392
02/01/2019 12:00:00 AM,CRM,CRESTMONT,CATS,27
02/01/2019 12:00:00 AM,CRM,CRESTMONT,DOGS,146
02/01/2019 12:00:00 AM,CUR,CURRIE BARRACKS,CATS,24
02/01/2019 12:00:00 AM,CUR,CURRIE BARRACKS,DOGS,73
02/01/2019 12:00:00 AM,DAL,DALHOUSIE,CATS,251
02/01/2019 12:00:00 AM,DAL,DALHOUSIE,DOGS,600
02/01/2019 12:00:00 AM,DRG,DEER RIDGE,CATS,227
02/01/2019 12:00:00 AM,DRG,DEER RIDGE,DOGS,508
02/01/2019 12:00:00 AM,DRN,DEER RUN,CATS,269
02/01/2019 12:00:00 AM,DRN,DEER RUN,DOGS,641
02/01/2019 12:00:00 AM,DBC,DEERFOOT BUSINESS CENTRE,CATS,0
02/01/2019 12:00:00 AM,DBC,DEERFOOT BUSINESS CENTRE,DOGS,21
02/01/2019 12:00:00 AM,DIA,DIAMOND COVE,CATS,19
02/01/2019 12:00:00 AM,DIA,DIAMOND COVE,DOGS,82
02/01/2019 12:00:00 AM,DIS,DISCOVERY RIDGE,CATS,116
02/01/2019 12:00:00 AM,DIS,DISCOVERY RIDGE,DOGS,382
02/01/2019 12:00:00 AM,DDG,DOUGLASDALE/GLEN,CATS,456
02/01/2019 12:00:00 AM,DDG,DOUGLASDALE/GLEN,DOGS,1379
02/01/2019 12:00:00 AM,DOV,DOVER,CATS,462
02/01/2019 12:00:00 AM,DOV,DOVER,DOGS,976
02/01/2019 12:00:00 AM,DNC,DOWNTOWN COMMERCIAL CORE,CATS,128
02/01/2019 12:00:00 AM,DNC,DOWNTOWN COMMERCIAL CORE,DOGS,94
02/01/2019 12:00:00 AM,DNE,DOWNTOWN EAST VILLAGE,CATS,52
02/01/2019 12:00:00 AM,DNE,DOWNTOWN EAST VILLAGE,DOGS,89
02/01/2019 12:00:00 AM,DNW,DOWNTOWN WEST END,CATS,36
02/01/2019 12:00:00 AM,DNW,DOWNTOWN WEST END,DOGS,48
02/01/2019 12:00:00 AM,EAG,EAGLE RIDGE,CATS,8
02/01/2019 12:00:00 AM,EAG,EAGLE RIDGE,DOGS,33
02/01/2019 12:00:00 AM,EFV,EAST FAIRVIEW INDUSTRIAL,CATS,0
02/01/2019 12:00:00 AM,EFV,EAST FAIRVIEW INDUSTRIAL,DOGS,0
02/01/2019 12:00:00 AM,ESH,EAST SHEPARD INDUSTRIAL,CATS,2
02/01/2019 12:00:00 AM,ESH,EAST SHEPARD INDUSTRIAL,DOGS,22
02/01/2019 12:00:00 AM,EFI,EASTFIELD,CATS,1
02/01/2019 12:00:00 AM,EFI,EASTFIELD,DOGS,2
02/01/2019 12:00:00 AM,EAU,EAU CLAIRE,CATS,28
02/01/2019 12:00:00 AM,EAU,EAU CLAIRE,DOGS,31
02/01/2019 12:00:00 AM,EDG,EDGEMONT,CATS,291
02/01/2019 12:00:00 AM,EDG,EDGEMONT,DOGS,980
02/01/2019 12:00:00 AM,EPK,ELBOW PARK,CATS,79
02/01/2019 12:00:00 AM,EPK,ELBOW PARK,DOGS,395
02/01/2019 12:00:00 AM,EYA,ELBOYA,CATS,44
02/01/2019 12:00:00 AM,EYA,ELBOYA,DOGS,181
02/01/2019 12:00:00 AM,ERI,ERIN WOODS,CATS,273
02/01/2019 12:00:00 AM,ERI,ERIN WOODS,DOGS,550
02/01/2019 12:00:00 AM,ERL,ERLTON,CATS,45
02/01/2019 12:00:00 AM,ERL,ERLTON,DOGS,93
02/01/2019 12:00:00 AM,EVE,EVERGREEN,CATS,506
02/01/2019 12:00:00 AM,EVE,EVERGREEN,DOGS,1354
02/01/2019 12:00:00 AM,FVI,FAIRVIEW INDUSTRIAL,CATS,0
02/01/2019 12:00:00 AM,FVI,FAIRVIEW INDUSTRIAL,DOGS,3
02/01/2019 12:00:00 AM,FAI,FAIRVIEW,CATS,161
02/01/2019 12:00:00 AM,FAI,FAIRVIEW,DOGS,402
02/01/2019 12:00:00 AM,FAL,FALCONRIDGE,CATS,275
02/01/2019 12:00:00 AM,FAL,FALCONRIDGE,DOGS,579
02/01/2019 12:00:00 AM,FHI,FOOTHILLS,CATS,0
02/01/2019 12:00:00 AM,FHI,FOOTHILLS,DOGS,148
02/01/2019 12:00:00 AM,FHT,FOREST HEIGHTS,CATS,136
02/01/2019 12:00:00 AM,FHT,FOREST HEIGHTS,DOGS,369
02/01/2019 12:00:00 AM,FLI,FOREST LAWN INDUSTRIAL,CATS,3
02/01/2019 12:00:00 AM,FLI,FOREST LAWN INDUSTRIAL,DOGS,14
02/01/2019 12:00:00 AM,FLN,FOREST LAWN,CATS,253
02/01/2019 12:00:00 AM,FLN,FOREST LAWN,DOGS,503
02/01/2019 12:00:00 AM,GAW,GARRISON WOODS,CATS,52
02/01/2019 12:00:00 AM,GAW,GARRISON WOODS,DOGS,219
02/01/2019 12:00:00 AM,GLA,GLAMORGAN,CATS,297
02/01/2019 12:00:00 AM,GLA,GLAMORGAN,DOGS,521
02/01/2019 12:00:00 AM,GBK,GLENBROOK,CATS,258
02/01/2019 12:00:00 AM,GBK,GLENBROOK,DOGS,506
02/01/2019 12:00:00 AM,GDL,GLENDALE,CATS,98
02/01/2019 12:00:00 AM,GDL,GLENDALE,DOGS,275
02/01/2019 12:00:00 AM,GBP,GLENDEER BUSINESS PARK,CATS,0
02/01/2019 12:00:00 AM,GBP,GLENDEER BUSINESS PARK,DOGS,0
02/01/2019 12:00:00 AM,GTI,GOLDEN TRIANGLE,CATS,0
02/01/2019 12:00:00 AM,GTI,GOLDEN TRIANGLE,DOGS,0
02/01/2019 12:00:00 AM,GPI,GREAT PLAINS,CATS,0
02/01/2019 12:00:00 AM,GPI,GREAT PLAINS,DOGS,0
02/01/2019 12:00:00 AM,GRI,GREENVIEW INDUSTRIAL PARK,CATS,4
02/01/2019 12:00:00 AM,GRI,GREENVIEW INDUSTRIAL PARK,DOGS,4
02/01/2019 12:00:00 AM,GRV,GREENVIEW,CATS,105
02/01/2019 12:00:00 AM,GRV,GREENVIEW,DOGS,89
02/01/2019 12:00:00 AM,GRE,GREENWOOD/GREENBRIAR,CATS,82
02/01/2019 12:00:00 AM,GRE,GREENWOOD/GREENBRIAR,DOGS,136
02/01/2019 12:00:00 AM,HAM,HAMPTONS,CATS,84
02/01/2019 12:00:00 AM,HAM,HAMPTONS,DOGS,345
02/01/2019 12:00:00 AM,HAR,HARVEST HILLS,CATS,211
02/01/2019 12:00:00 AM,HAR,HARVEST HILLS,DOGS,680
02/01/2019 12:00:00 AM,HAW,HAWKWOOD,CATS,281
02/01/2019 12:00:00 AM,HAW,HAWKWOOD,DOGS,795
02/01/2019 12:00:00 AM,HAY,HAYSBORO,CATS,304
02/01/2019 12:00:00 AM,HAY,HAYSBORO,DOGS,598
02/01/2019 12:00:00 AM,HID,HIDDEN VALLEY,CATS,355
02/01/2019 12:00:00 AM,HID,HIDDEN VALLEY,DOGS,1053
02/01/2019 12:00:00 AM,HIF,HIGHFIELD,CATS,0
02/01/2019 12:00:00 AM,HIF,HIGHFIELD,DOGS,0
02/01/2019 12:00:00 AM,HPK,HIGHLAND PARK,CATS,140
02/01/2019 12:00:00 AM,HPK,HIGHLAND PARK,DOGS,262
02/01/2019 12:00:00 AM,HIW,HIGHWOOD,CATS,82
02/01/2019 12:00:00 AM,HIW,HIGHWOOD,DOGS,217
02/01/2019 12:00:00 AM,HIL,HILLHURST,CATS,187
02/01/2019 12:00:00 AM,HIL,HILLHURST,DOGS,393
02/01/2019 12:00:00 AM,HOR,HORIZON,CATS,0
02/01/2019 12:00:00 AM,HOR,HORIZON,DOGS,0
02/01/2019 12:00:00 AM,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,CATS,67
02/01/2019 12:00:00 AM,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,DOGS,154
02/01/2019 12:00:00 AM,HUN,HUNTINGTON HILLS,CATS,540
02/01/2019 12:00:00 AM,HUN,HUNTINGTON HILLS,DOGS,1124
02/01/2019 12:00:00 AM,ING,INGLEWOOD,CATS,241
02/01/2019 12:00:00 AM,ING,INGLEWOOD,DOGS,543
02/01/2019 12:00:00 AM,KEL,KELVIN GROVE,CATS,72
02/01/2019 12:00:00 AM,KEL,KELVIN GROVE,DOGS,118
02/01/2019 12:00:00 AM,KIL,KILLARNEY/GLENGARRY,CATS,250
02/01/2019 12:00:00 AM,KIL,KILLARNEY/GLENGARRY,DOGS,613
02/01/2019 12:00:00 AM,KCA,KINCORA,CATS,108
02/01/2019 12:00:00 AM,KCA,KINCORA,DOGS,344
02/01/2019 12:00:00 AM,KIN,KINGSLAND,CATS,153
02/01/2019 12:00:00 AM,KIN,KINGSLAND,DOGS,237
02/01/2019 12:00:00 AM,LKB,LAKE BONAVISTA,CATS,318
02/01/2019 12:00:00 AM,LKB,LAKE BONAVISTA,DOGS,1085
02/01/2019 12:00:00 AM,LKV,LAKEVIEW,CATS,239
02/01/2019 12:00:00 AM,LKV,LAKEVIEW,DOGS,608
02/01/2019 12:00:00 AM,LEG,LEGACY,CATS,121
02/01/2019 12:00:00 AM,LEG,LEGACY,DOGS,399
02/01/2019 12:00:00 AM,LPK,LINCOLN PARK,CATS,53
02/01/2019 12:00:00 AM,LPK,LINCOLN PARK,DOGS,70
02/01/2019 12:00:00 AM,LMR,LOWER MOUNT ROYAL,CATS,104
02/01/2019 12:00:00 AM,LMR,LOWER MOUNT ROYAL,DOGS,143
02/01/2019 12:00:00 AM,MAC,MACEWAN GLEN,CATS,190
02/01/2019 12:00:00 AM,MAC,MACEWAN GLEN,DOGS,502
02/01/2019 12:00:00 AM,MAH,MAHOGANY,CATS,216
02/01/2019 12:00:00 AM,MAH,MAHOGANY,DOGS,813
02/01/2019 12:00:00 AM,MNI,MANCHESTER INDUSTRIAL,CATS,2
02/01/2019 12:00:00 AM,MNI,MANCHESTER INDUSTRIAL,DOGS,18
02/01/2019 12:00:00 AM,MAN,MANCHESTER,CATS,22
02/01/2019 12:00:00 AM,MAN,MANCHESTER,DOGS,13
02/01/2019 12:00:00 AM,MPL,MAPLE RIDGE,CATS,98
02/01/2019 12:00:00 AM,MPL,MAPLE RIDGE,DOGS,252
02/01/2019 12:00:00 AM,MPK,MARLBOROUGH PARK,CATS,265
02/01/2019 12:00:00 AM,MPK,MARLBOROUGH PARK,DOGS,588
02/01/2019 12:00:00 AM,MRL,MARLBOROUGH,CATS,238
02/01/2019 12:00:00 AM,MRL,MARLBOROUGH,DOGS,475
02/01/2019 12:00:00 AM,MRT,MARTINDALE,CATS,224
02/01/2019 12:00:00 AM,MRT,MARTINDALE,DOGS,460
02/01/2019 12:00:00 AM,MAF,MAYFAIR,CATS,14
02/01/2019 12:00:00 AM,MAF,MAYFAIR,DOGS,59
02/01/2019 12:00:00 AM,MAL,MAYLAND HEIGHTS,CATS,196
02/01/2019 12:00:00 AM,MAL,MAYLAND HEIGHTS,DOGS,479
02/01/2019 12:00:00 AM,MLI,MAYLAND,CATS,1
02/01/2019 12:00:00 AM,MLI,MAYLAND,DOGS,0
02/01/2019 12:00:00 AM,MCI,MCCALL,CATS,1
02/01/2019 12:00:00 AM,MCI,MCCALL,DOGS,1
02/01/2019 12:00:00 AM,MCK,MCKENZIE LAKE,CATS,509
02/01/2019 12:00:00 AM,MCK,MCKENZIE LAKE,DOGS,1512
02/01/2019 12:00:00 AM,MCT,MCKENZIE TOWNE,CATS,680
02/01/2019 12:00:00 AM,MCT,MCKENZIE TOWNE,DOGS,1807
02/01/2019 12:00:00 AM,MEA,MEADOWLARK PARK,CATS,27
02/01/2019 12:00:00 AM,MEA,MEADOWLARK PARK,DOGS,72
02/01/2019 12:00:00 AM,MER,MERIDIAN,CATS,2
02/01/2019 12:00:00 AM,MER,MERIDIAN,DOGS,3
02/01/2019 12:00:00 AM,MID,MIDNAPORE,CATS,293
02/01/2019 12:00:00 AM,MID,MIDNAPORE,DOGS,649
02/01/2019 12:00:00 AM,MLR,MILLRISE,CATS,211
02/01/2019 12:00:00 AM,MLR,MILLRISE,DOGS,475
02/01/2019 12:00:00 AM,MIS,MISSION,CATS,138
02/01/2019 12:00:00 AM,MIS,MISSION,DOGS,197
02/01/2019 12:00:00 AM,MOR,MONTEREY PARK,CATS,154
02/01/2019 12:00:00 AM,MOR,MONTEREY PARK,DOGS,385
02/01/2019 12:00:00 AM,MON,MONTGOMERY,CATS,155
02/01/2019 12:00:00 AM,MON,MONTGOMERY,DOGS,377
02/01/2019 12:00:00 AM,MOP,MOUNT PLEASANT,CATS,229
02/01/2019 12:00:00 AM,MOP,MOUNT PLEASANT,DOGS,491
02/01/2019 12:00:00 AM,NEB,NEW BRIGHTON,CATS,330
02/01/2019 12:00:00 AM,NEB,NEW BRIGHTON,DOGS,1072
02/01/2019 12:00:00 AM,NAW,NORTH AIRWAYS,CATS,0
02/01/2019 12:00:00 AM,NAW,NORTH AIRWAYS,DOGS,0
02/01/2019 12:00:00 AM,NGM,NORTH GLENMORE PARK,CATS,84
02/01/2019 12:00:00 AM,NGM,NORTH GLENMORE PARK,DOGS,257
02/01/2019 12:00:00 AM,NHU,NORTH HAVEN UPPER,CATS,23
02/01/2019 12:00:00 AM,NHU,NORTH HAVEN UPPER,DOGS,91
02/01/2019 12:00:00 AM,NHV,NORTH HAVEN,CATS,82
02/01/2019 12:00:00 AM,NHV,NORTH HAVEN,DOGS,214
02/01/2019 12:00:00 AM,OAK,OAKRIDGE,CATS,244
02/01/2019 12:00:00 AM,OAK,OAKRIDGE,DOGS,583
02/01/2019 12:00:00 AM,OSH,OGDEN SHOPS,CATS,0
02/01/2019 12:00:00 AM,OSH,OGDEN SHOPS,DOGS,0
02/01/2019 12:00:00 AM,OGD,OGDEN,CATS,472
02/01/2019 12:00:00 AM,OGD,OGDEN,DOGS,1032
02/01/2019 12:00:00 AM,PAL,PALLISER,CATS,151
02/01/2019 12:00:00 AM,PAL,PALLISER,DOGS,246
02/01/2019 12:00:00 AM,PAN,PANORAMA HILLS,CATS,331
02/01/2019 12:00:00 AM,PAN,PANORAMA HILLS,DOGS,1136
02/01/2019 12:00:00 AM,PKD,PARKDALE,CATS,67
02/01/2019 12:00:00 AM,PKD,PARKDALE,DOGS,194
02/01/2019 12:00:00 AM,PKH,PARKHILL,CATS,41
02/01/2019 12:00:00 AM,PKH,PARKHILL,DOGS,163
02/01/2019 12:00:00 AM,PKL,PARKLAND,CATS,139
02/01/2019 12:00:00 AM,PKL,PARKLAND,DOGS,453
02/01/2019 12:00:00 AM,PAT,PATTERSON,CATS,131
02/01/2019 12:00:00 AM,PAT,PATTERSON,DOGS,312
02/01/2019 12:00:00 AM,PEG,PEGASUS,CATS,0
02/01/2019 12:00:00 AM,PEG,PEGASUS,DOGS,0
02/01/2019 12:00:00 AM,PEN,PENBROOKE MEADOWS,CATS,238
02/01/2019 12:00:00 AM,PEN,PENBROOKE MEADOWS,DOGS,568
02/01/2019 12:00:00 AM,PIN,PINERIDGE,CATS,333
02/01/2019 12:00:00 AM,PIN,PINERIDGE,DOGS,607
02/01/2019 12:00:00 AM,POI,POINT MCKAY,CATS,58
02/01/2019 12:00:00 AM,POI,POINT MCKAY,DOGS,119
02/01/2019 12:00:00 AM,PUM,PUMP HILL,CATS,23
02/01/2019 12:00:00 AM,PUM,PUMP HILL,DOGS,110
02/01/2019 12:00:00 AM,QPK,QUEENS PARK VILLAGE,CATS,15
02/01/2019 12:00:00 AM,QPK,QUEENS PARK VILLAGE,DOGS,14
02/01/2019 12:00:00 AM,QLD,QUEENSLAND,CATS,227
02/01/2019 12:00:00 AM,QLD,QUEENSLAND,DOGS,555
02/01/2019 12:00:00 AM,RAM,RAMSAY,CATS,135
02/01/2019 12:00:00 AM,RAM,RAMSAY,DOGS,211
02/01/2019 12:00:00 AM,RAN,RANCHLANDS,CATS,359
02/01/2019 12:00:00 AM,RAN,RANCHLANDS,DOGS,677
02/01/2019 12:00:00 AM,RED,RED CARPET,CATS,89
02/01/2019 12:00:00 AM,RED,RED CARPET,DOGS,121
02/01/2019 12:00:00 AM,REN,RENFREW,CATS,287
02/01/2019 12:00:00 AM,REN,RENFREW,DOGS,551
02/01/2019 12:00:00 AM,RIC,RICHMOND,CATS,161
02/01/2019 12:00:00 AM,RIC,RICHMOND,DOGS,442
02/01/2019 12:00:00 AM,RID,RIDEAU PARK,CATS,13
02/01/2019 12:00:00 AM,RID,RIDEAU PARK,DOGS,54
02/01/2019 12:00:00 AM,RIV,RIVERBEND,CATS,397
02/01/2019 12:00:00 AM,RIV,RIVERBEND,DOGS,1156
02/01/2019 12:00:00 AM,ROC,ROCKY RIDGE,CATS,226
02/01/2019 12:00:00 AM,ROC,ROCKY RIDGE,DOGS,654
02/01/2019 12:00:00 AM,RDL,ROSEDALE,CATS,52
02/01/2019 12:00:00 AM,RDL,ROSEDALE,DOGS,150
02/01/2019 12:00:00 AM,RMT,ROSEMONT,CATS,47
02/01/2019 12:00:00 AM,RMT,ROSEMONT,DOGS,99
02/01/2019 12:00:00 AM,RCK,ROSSCARROCK,CATS,77
02/01/2019 12:00:00 AM,RCK,ROSSCARROCK,DOGS,184
02/01/2019 12:00:00 AM,ROX,ROXBORO,CATS,13
02/01/2019 12:00:00 AM,ROX,ROXBORO,DOGS,50
02/01/2019 12:00:00 AM,ROY,ROYAL OAK,CATS,295
02/01/2019 12:00:00 AM,ROY,ROYAL OAK,DOGS,771
02/01/2019 12:00:00 AM,RYV,ROYAL VISTA,CATS,0
02/01/2019 12:00:00 AM,RYV,ROYAL VISTA,DOGS,0
02/01/2019 12:00:00 AM,RUN,RUNDLE,CATS,227
02/01/2019 12:00:00 AM,RUN,RUNDLE,DOGS,468
02/01/2019 12:00:00 AM,RUT,RUTLAND PARK,CATS,112
02/01/2019 12:00:00 AM,RUT,RUTLAND PARK,DOGS,197
02/01/2019 12:00:00 AM,SRI,SADDLE RIDGE INDUSTRIAL,CATS,0
02/01/2019 12:00:00 AM,SRI,SADDLE RIDGE INDUSTRIAL,DOGS,2
02/01/2019 12:00:00 AM,SAD,SADDLE RIDGE,CATS,89
02/01/2019 12:00:00 AM,SAD,SADDLE RIDGE,DOGS,317
02/01/2019 12:00:00 AM,SAN,SANDSTONE VALLEY,CATS,122
